__label__not cb	"Sentence: ""O. J. Simpson sentenced to 15 years in prison""   [− Tokens: 9]"
__label__cb	"Sentence: ""6 Essential Steps For Making The Perfect Cup Of Tea""   [− Tokens: 10]"
__label__not cb	"Sentence: ""Russia Stockpiles the Gems , Awaiting the Return of Demand""   [− Tokens: 10]"
__label__not cb	"Sentence: ""Hamas to Start Paying Gaza Residents Compensation and Reconstruction Aid""   [− Tokens: 10]"
__label__cb	"Sentence: ""17 Thoughts We All Had While Stalking Our Exes On Facebook""   [− Tokens: 11]"
__label__not cb	"Sentence: ""Bus crash in Victoria , Australia injures twenty , some critical""   [− Tokens: 11]"
__label__not cb	"Sentence: ""China Takes Heavy Criticism Over Software Directive""   [− Tokens: 7]"
__label__not cb	"Sentence: ""South Korean Court to Hear Suit From North""   [− Tokens: 8]"
__label__cb	"Sentence: ""Which Halsey Song Are You""   [− Tokens: 5]"
__label__cb	"Sentence: ""23 Things You Learn From Following Kylie Jenner 's Instagram""   [− Tokens: 10]"
__label__cb	"Sentence: ""Stone Cold Steve Austin Tries Fancy Cocktails For The First Time""   [− Tokens: 11]"
__label__not cb	"Sentence: """" Fathers for Justice "" is coming to an end""   [− Tokens: 10]"
__label__not cb	"Sentence: ""Telescope takes first image of planet outside our solar system""   [− Tokens: 10]"
__label__not cb	"Sentence: ""FEMA accused of misusing trained disaster workers as public-relations workers""   [− Tokens: 10]"
__label__not cb	"Sentence: ""Perry Catches Campbell Atop Masters Leader Board""   [− Tokens: 7]"
__label__not cb	"Sentence: ""SAHTECH , SEMI , and Semiconductor Industry to promote "" SEMI Safety Guideline "" in Taiwan""   [− Tokens: 16]"
__label__cb	"Sentence: ""27 Of The Best "" Meanwhile In Canada "" Tweets""   [− Tokens: 10]"
__label__cb	"Sentence: ""15 Things That Make The Cast Of "" Scream Queens "" Scream Bloody Murder""   [− Tokens: 14]"
__label__cb	"Sentence: ""Here 's How To Make The Only Birthday Cake You 'll Ever Need""   [− Tokens: 13]"
__label__cb	"Sentence: ""Here 's A Kid That Will Motivate You To Make It To The Gym Today""   [− Tokens: 15]"
__label__not cb	"Sentence: ""11 policemen dead after attack by Taliban""   [− Tokens: 7]"
__label__not cb	"Sentence: ""Edward Woodward , English actor , dies aged 79""   [− Tokens: 9]"
__label__cb	"Sentence: ""Gwen Stefani Adds Fire To Those Blake Shelton Dating Rumors : "" He 's Hot """"   [− Tokens: 16]"
__label__not cb	"Sentence: ""Plane carrying 160 crashes in Venezuela""   [− Tokens: 6]"
__label__not cb	"Sentence: ""Wikinews interviews Eric Saussine , director of the James Bond fan film Shamelady""   [− Tokens: 13]"
__label__not cb	"Sentence: ""Zambian "" porn "" journalist found not guilty""   [− Tokens: 8]"
__label__cb	"Sentence: ""Ryan Reynolds Looks Completely Terrifying While Doing His Best Hugh Jackman Impression""   [− Tokens: 12]"
__label__not cb	"Sentence: ""Basketball : Djordjevic 's farewell game to be played July 3""   [− Tokens: 11]"
__label__not cb	"Sentence: ""Fatal blasts rock Bangladesh""   [− Tokens: 4]"
__label__not cb	"Sentence: ""Youth forum to submit suggestions to UN""   [− Tokens: 7]"
__label__not cb	"Sentence: ""Zimbabwe prime minister Tsvangirai ends cabinet boycott""   [− Tokens: 7]"
__label__cb	"Sentence: ""Kenan Thompson And Kel Mitchell Reunited On "" The Tonight Show "" And Our ' 90s Dreams Came True""   [− Tokens: 19]"
__label__not cb	"Sentence: ""Typhoon Parma threatens Taiwan""   [− Tokens: 4]"
__label__not cb	"Sentence: ""Grand Theft Auto under fire""   [− Tokens: 5]"
__label__not cb	"Sentence: ""After Gaza , Israel Grapples With Crisis of Isolation""   [− Tokens: 9]"
__label__not cb	"Sentence: ""F.D.I.C . Approves New Fees to Replenish Insurance Fund""   [− Tokens: 9]"
__label__not cb	"Sentence: ""New romantic comedy film to star Drew Barrymore , Justin Long""   [− Tokens: 11]"
__label__cb	"Sentence: ""30 Things You Need To Know About David Koechner""   [− Tokens: 9]"
__label__not cb	"Sentence: """" Junk "" foods may affect aggressive behaviour and school performance""   [− Tokens: 11]"
__label__not cb	"Sentence: ""Bryant , Jackson and the Lakers Add to Their Trophy Collections""   [− Tokens: 11]"
__label__cb	"Sentence: ""3 Times Women Are n't Taken Seriously""   [− Tokens: 7]"
__label__not cb	"Sentence: ""Red Cross reveals it told U.S. officials about Koran disrespect on multiple occasions""   [− Tokens: 13]"
__label__cb	"Sentence: ""11 Times Ruby Rose Changed The MTV EMAs Game""   [− Tokens: 9]"
__label__not cb	"Sentence: ""Stocks Rise After Goldman Posts Solid Earnings""   [− Tokens: 7]"
__label__not cb	"Sentence: ""Russian astrologist sues NASA for Deep Impact test""   [− Tokens: 8]"
__label__not cb	"Sentence: ""World Bank president addresses global youth forum on genocide""   [− Tokens: 9]"
__label__cb	"Sentence: ""16 Words That Mean Something Completely Different At Target""   [− Tokens: 9]"
__label__cb	"Sentence: ""Are You More Stark Or Lannister""   [− Tokens: 6]"
__label__not cb	"Sentence: ""Talks with TGWU and Gate Gourmet to resume later today""   [− Tokens: 10]"
__label__not cb	"Sentence: ""Cuba sentences USAID worker to fifteen-year prison term""   [− Tokens: 8]"
__label__not cb	"Sentence: ""Robbie Williams rejoins British musical group Take That""   [− Tokens: 8]"
__label__not cb	"Sentence: ""Maine Senators Collins and Snowe Gain by Backing Stimulus""   [− Tokens: 9]"
__label__not cb	"Sentence: ""Former Louisiana Tech University President F. Jay Taylor dies aged 87""   [− Tokens: 11]"
__label__cb	"Sentence: ""How Well Do You Know New Jersey Celebrities""   [− Tokens: 8]"
__label__cb	"Sentence: ""11 Awards All Nurses Deserve""   [− Tokens: 5]"
__label__not cb	"Sentence: ""Sebastian Vettel wins 2008 Italian Grand Prix""   [− Tokens: 7]"
__label__not cb	"Sentence: ""Recall of Thomas the Tank Engine toys due to lead-paint fears""   [− Tokens: 11]"
__label__not cb	"Sentence: ""Former Ukraine PM Yulia Tymoshenko to end hunger strike , daughter announces""   [− Tokens: 12]"
__label__not cb	"Sentence: ""World Bank says more people are poor , but fewer are in extreme poverty""   [− Tokens: 14]"
__label__not cb	"Sentence: ""Ariane 5 rocket launch postponed""   [− Tokens: 5]"
__label__cb	"Sentence: ""27 Vintage Pictures Of Austin From Way Before It Was "" Cool """"   [− Tokens: 13]"
__label__not cb	"Sentence: ""Tour de France : Yellow jersey Rasmussen withdrawn""   [− Tokens: 8]"
__label__not cb	"Sentence: ""Bombs kill US Marines , civillians in Iraq""   [− Tokens: 8]"
__label__cb	"Sentence: ""We Rated 16 Of 2015 's Celebrity Thirst Traps""   [− Tokens: 9]"
__label__cb	"Sentence: ""Are You Soup Or Are You Salad""   [− Tokens: 7]"
__label__cb	"Sentence: ""41 Things That Every Indian Finds Mildly Thrilling""   [− Tokens: 8]"
__label__cb	"Sentence: ""Which "" Scream Queens "" Character Are You""   [− Tokens: 8]"
__label__not cb	"Sentence: ""Broadcasting U.S. Open Is Like Four Rounds of Juggling""   [− Tokens: 9]"
__label__not cb	"Sentence: ""Like Bats , Shrews Let Echoes Be Their Guide""   [− Tokens: 9]"
__label__not cb	"Sentence: ""Russia Pins Comeback Hopes on Superjet 100""   [− Tokens: 7]"
__label__cb	"Sentence: ""These Illustrations Will Speak To Anyone With Anxiety""   [− Tokens: 8]"
__label__not cb	"Sentence: ""Terry Robiskie Takes His Son to Work at N.F.L . Combine""   [− Tokens: 11]"
__label__cb	"Sentence: ""Are You More Destiny 's Child Or TLC""   [− Tokens: 8]"
__label__cb	"Sentence: ""Spike Lee 's New Film Sticks Women With The Responsibility To End Violence""   [− Tokens: 13]"
__label__not cb	"Sentence: ""Sulpicio names companies hired for ' Princess of the Stars' salvage""   [− Tokens: 11]"
__label__not cb	"Sentence: ""Bodies retrieved from Philippine ferry capsized in typhoon""   [− Tokens: 8]"
__label__not cb	"Sentence: ""Tesla , Awaiting U.S. Aid , Unveils Its Electric Car""   [− Tokens: 10]"
__label__not cb	"Sentence: ""Live 8 concert plans announced""   [− Tokens: 5]"
__label__not cb	"Sentence: ""Air Berlin to code-share with American Airlines and Finnair by November""   [− Tokens: 11]"
__label__not cb	"Sentence: ""YouTube access returns to Thailand""   [− Tokens: 5]"
__label__cb	"Sentence: ""Can We Guess What You Look Like From These 10 Questions""   [− Tokens: 11]"
__label__cb	"Sentence: ""27 Adorable Giraffe Products You Need In Your Life""   [− Tokens: 9]"
__label__not cb	"Sentence: ""E.U. Leaders Turn to I.M.F . Amid Financial Crisis""   [− Tokens: 9]"
__label__not cb	"Sentence: ""Tesco pricing error in Cambridgeshire , England allows customers to get cheaper fuel""   [− Tokens: 13]"
__label__cb	"Sentence: ""Non-Americans : How Should You Celebrate U.S. Thanksgiving""   [− Tokens: 8]"
__label__not cb	"Sentence: ""130 dead after torrential rains in India""   [− Tokens: 7]"
__label__cb	"Sentence: ""This Is What Happened When Teachers Found Out What Students Really Thought About Them""   [− Tokens: 14]"
__label__cb	"Sentence: ""16 Struggles All Smokers Can Relate To""   [− Tokens: 7]"
__label__not cb	"Sentence: ""World Summit on the Information Society ends in Tunisia""   [− Tokens: 9]"
__label__not cb	"Sentence: ""Bangkok hit with further New Year bomb blasts""   [− Tokens: 8]"
__label__not cb	"Sentence: ""Iran hangs three suspects for mosque bombing , blames U.S. and Israel""   [− Tokens: 12]"
__label__not cb	"Sentence: ""Suicide bomber kills three people in Afghanistan""   [− Tokens: 7]"
__label__cb	"Sentence: ""Which Member Of GOT7 Are You""   [− Tokens: 6]"
__label__not cb	"Sentence: ""Powerful Forces Are at Work Inside the Physics of Hitting""   [− Tokens: 10]"
__label__not cb	"Sentence: ""Homeopathy proponents jailed for allowing daughter to die""   [− Tokens: 8]"
__label__cb	"Sentence: ""Do You Have What It Takes To Be A # Girlboss""   [− Tokens: 11]"
__label__not cb	"Sentence: ""Despite passage of bailout bill , two US states may need loans""   [− Tokens: 12]"
__label__cb	"Sentence: ""Do You Conform To The Majority""   [− Tokens: 6]"
__label__not cb	"Sentence: ""Pakistani Paramilitary Force Tries to Stem Advance of the Taliban""   [− Tokens: 10]"
__label__not cb	"Sentence: ""Myanmar Junta Charges Democracy Leader""   [− Tokens: 5]"
__label__not cb	"Sentence: ""Identity Theft Hits Close to Home for a Sheriff""   [− Tokens: 9]"
__label__cb	"Sentence: ""Sania Mirza Was Just Congratulated By One Of The Greatest Tennis Players Of All Time""   [− Tokens: 15]"
__label__cb	"Sentence: ""The First Trailer For "" My Big Fat Greek Wedding 2 "" Is Finally Here And It 's Perfect""   [− Tokens: 19]"
__label__not cb	"Sentence: ""Oak Park and neighbors to study Les Golden 's intergovernmental cooperation proposals""   [− Tokens: 12]"
__label__cb	"Sentence: ""Strangers Talked About What Having Sex With Each Other Would Be Like""   [− Tokens: 12]"
__label__cb	"Sentence: ""19 Hilarious Tweets About "" The Hunger Games """"   [− Tokens: 9]"
__label__cb	"Sentence: ""That Picture Of Matthew Perry And Courteney Cox Everyone Is Talking About Is 10 Years Old""   [− Tokens: 16]"
__label__not cb	"Sentence: ""2007 Rugby World Cup : Fiji , Tonga and France win""   [− Tokens: 11]"
__label__not cb	"Sentence: ""US Airways jet recovered from Hudson River""   [− Tokens: 7]"
__label__cb	"Sentence: ""Are You More North , South , Or Central New Jersey""   [− Tokens: 11]"
__label__cb	"Sentence: ""21 Gorgeous Excuses Not To Wash Your Hair Today""   [− Tokens: 9]"
__label__cb	"Sentence: ""26 Pictures That Show How Different America And Britain Are""   [− Tokens: 10]"
__label__not cb	"Sentence: ""Malawi appeals for further humanitarian aid""   [− Tokens: 6]"
__label__cb	"Sentence: ""22 Questions All Chelsea Fans Have For Arsenal Fans""   [− Tokens: 9]"
__label__cb	"Sentence: ""12 Inspiring Fashion Illustrators To Follow On Instagram""   [− Tokens: 8]"
__label__cb	"Sentence: ""6 Things You Should Make In Your Slow Cooker Immediately""   [− Tokens: 10]"
__label__not cb	"Sentence: ""Australian Treasurer told to ' try harder on welfare '""   [− Tokens: 10]"
__label__cb	"Sentence: ""Can You Answer These Obscure "" Friends "" Trivia Questions""   [− Tokens: 10]"
__label__not cb	"Sentence: ""Bush attempts to reassure Americans in radio address""   [− Tokens: 8]"
__label__cb	"Sentence: ""12 Acapella Christmas Songs To Get You In The Mood""   [− Tokens: 10]"
__label__not cb	"Sentence: ""Vietnam denies blocking social networking site Facebook""   [− Tokens: 7]"
__label__cb	"Sentence: ""This Music Video Starring All Dogs Is Fucking Insane""   [− Tokens: 9]"
__label__cb	"Sentence: ""Yo , You Wanna Netflix And Chilaquiles""   [− Tokens: 7]"
__label__not cb	"Sentence: ""Growing Need for Medicaid Strains States""   [− Tokens: 6]"
__label__cb	"Sentence: ""Which Cheap American Beer Are You""   [− Tokens: 6]"
__label__not cb	"Sentence: ""Report finds over $ 1 trillion per year is spent on arms worldwide""   [− Tokens: 13]"
__label__not cb	"Sentence: ""The Swiss vote yes to same-sex relationships and "" Schengen / Dublin """"   [− Tokens: 13]"
__label__not cb	"Sentence: ""Saks and Neiman Marcus Announce Layoffs""   [− Tokens: 6]"
__label__not cb	"Sentence: ""14 US soldiers dead after helicopter crash in Iraq""   [− Tokens: 9]"
__label__cb	"Sentence: ""These Two Pictures Perfectly Sum Up What 's Wrong With Indian Beauty Standards""   [− Tokens: 13]"
__label__not cb	"Sentence: ""Fired Colorado Professor Is Cross-Examined in Lawsuit""   [− Tokens: 7]"
__label__not cb	"Sentence: ""All bodies recovered from Canadian helicopter crash""   [− Tokens: 7]"
__label__not cb	"Sentence: ""A Long Time Between Nascar Victories""   [− Tokens: 6]"
__label__not cb	"Sentence: ""Weir Versus Lysacek Highlights U.S. Figure Skating Championships""   [− Tokens: 8]"
__label__not cb	"Sentence: ""Astronaut 's baby born 200 miles below him""   [− Tokens: 8]"
__label__not cb	"Sentence: ""Nowhere to Hide for Faltering Suns""   [− Tokens: 6]"
__label__not cb	"Sentence: ""Ford Motors posts US $ 2.7 billion annual profit""   [− Tokens: 9]"
__label__not cb	"Sentence: ""Drone smartphone app to help heart attack victims in remote areas announced""   [− Tokens: 12]"
__label__not cb	"Sentence: ""Chris Langham found guilty of downloading child pornography""   [− Tokens: 8]"
__label__not cb	"Sentence: ""Man Is Arrested in Obama Threat""   [− Tokens: 6]"
__label__not cb	"Sentence: ""China Fires 8 Top Regulators Over Milk Scandal""   [− Tokens: 8]"
__label__not cb	"Sentence: ""Toxic Dose of Selenium Cited in Deaths of Polo Horses""   [− Tokens: 10]"
__label__cb	"Sentence: ""How Well Do You Remember These Important Dates From "" Harry Potter ? """"   [− Tokens: 14]"
__label__cb	"Sentence: ""A Black Body On Trial : The Conviction Of HIV-Positive "" Tiger Mandingo """"   [− Tokens: 14]"
__label__not cb	"Sentence: ""Republican leaders accused of double standard after Larry Craig 's resignation""   [− Tokens: 11]"
__label__not cb	"Sentence: ""An Elaborate Arch , an Opaque Significance""   [− Tokens: 7]"
__label__not cb	"Sentence: ""San Francisco Chronicle Outsources Printing""   [− Tokens: 5]"
__label__not cb	"Sentence: ""Romanian parliament ratifies EU accession treaty""   [− Tokens: 6]"
__label__not cb	"Sentence: ""Gmail 1st Birthday ; Storage capacity increased to 2GB""   [− Tokens: 9]"
__label__cb	"Sentence: ""Stop Working And Play With This Interactive Puppy Video""   [− Tokens: 9]"
__label__cb	"Sentence: ""Here 's What Happened When Americans Were Given 10 Minutes To Describe Everything British""   [− Tokens: 14]"
__label__not cb	"Sentence: ""Philippine Foreign Secretary Del Rosario to visit China amid South China Sea territorial dispute""   [− Tokens: 14]"
__label__cb	"Sentence: ""Should I Delete Photos Of My Ex From Instagram""   [− Tokens: 9]"
__label__cb	"Sentence: ""How To Transfer All Of Your Playlists To Spotify""   [− Tokens: 9]"
__label__not cb	"Sentence: ""Flash floods hit Australia 's eastern coast""   [− Tokens: 7]"
__label__not cb	"Sentence: ""A Mixed Report on the Labor Picture""   [− Tokens: 7]"
__label__not cb	"Sentence: ""UBS sees net income jump 15 percent""   [− Tokens: 7]"
__label__not cb	"Sentence: ""Wikinews interviews Daylight Saving for South East Queensland Party about the upcoming Queensland State election""   [− Tokens: 15]"
__label__not cb	"Sentence: ""New Ghanaian currency introduced""   [− Tokens: 4]"
__label__cb	"Sentence: ""Friendly Reminder That Your Smoke Detector Is Totally Radioactive""   [− Tokens: 9]"
__label__cb	"Sentence: ""17 Power Snacks Every College Student Should Know""   [− Tokens: 8]"
__label__not cb	"Sentence: ""Pastor Invites Flock to Bring Their Guns to Church""   [− Tokens: 9]"
__label__cb	"Sentence: ""Tell Us About Your Self ( ie ) : Kym Whitley""   [− Tokens: 11]"
__label__not cb	"Sentence: ""Macy 's flagship store in New York evacuated due to fire""   [− Tokens: 11]"
__label__not cb	"Sentence: ""Egyptian voters approve constitutional changes""   [− Tokens: 5]"
__label__cb	"Sentence: ""How Romantic Was Your Proposal""   [− Tokens: 5]"
__label__cb	"Sentence: ""17 Unexpected Ways To Decorate With Removable Wallpaper""   [− Tokens: 8]"
__label__cb	"Sentence: ""Someone Made Elsa The Villain Of "" Frozen "" And It 's Everything""   [− Tokens: 13]"
__label__cb	"Sentence: ""22 Photos That Prove Black Girls Have Been Magic For A Long Time""   [− Tokens: 13]"
__label__not cb	"Sentence: ""Queen Elizabeth II unveils New Zealand Memorial in London""   [− Tokens: 9]"
__label__not cb	"Sentence: ""Venezuelan army on high alert after Chávez cuts diplomatic ties with Colombia""   [− Tokens: 12]"
__label__not cb	"Sentence: ""Bank Regulation Case Pits U.S. Against States""   [− Tokens: 7]"
__label__not cb	"Sentence: ""UK actor Peter Postlethwaite dies aged 64""   [− Tokens: 7]"
__label__not cb	"Sentence: ""Buying High and Selling Low""   [− Tokens: 5]"
__label__cb	"Sentence: ""27 Cat Pictures Because Life Is Literally Just Terrible""   [− Tokens: 9]"
__label__not cb	"Sentence: ""In This Recession , More Men Are Losing Jobs""   [− Tokens: 9]"
__label__cb	"Sentence: ""23 Cheap Upgrades That Will Actually Increase The Value of Your Home""   [− Tokens: 12]"
__label__cb	"Sentence: ""21 Struggles Everyone Who Has Done A Dissertation Will Understand""   [− Tokens: 10]"
__label__cb	"Sentence: ""Do You Actually Prefer Chris Pratt Or Chris Hemsworth""   [− Tokens: 9]"
__label__cb	"Sentence: ""27 Secrets Waiters In Pubs Will Never Tell You""   [− Tokens: 9]"
__label__cb	"Sentence: ""Selena Gomez And Chloe Grace Moretz Are The New Supremes In Trailer For "" Neighbors 2 """"   [− Tokens: 17]"
__label__cb	"Sentence: ""This 3 Minute Christmas Hallmark Movie Is Hilarious""   [− Tokens: 8]"
__label__cb	"Sentence: ""Who Said It : Alice Cooper or the Dalai Lama""   [− Tokens: 10]"
__label__cb	"Sentence: ""Can We Guess Your Favorite Holiday With Questions About Food""   [− Tokens: 10]"
__label__not cb	"Sentence: ""Vast Spy System Loots Computers in 103 Countries""   [− Tokens: 8]"
__label__not cb	"Sentence: ""Guard Assists Amid Flooding in W . Virginia""   [− Tokens: 8]"
__label__cb	"Sentence: ""Where 's The Best Place You 've Ever Celebrated New Year 's In The U.S""   [− Tokens: 15]"
__label__cb	"Sentence: ""22 Things All Emo Girls Owned In The ' 00s""   [− Tokens: 10]"
__label__not cb	"Sentence: ""South African government appeals for calm after death of white supremacist""   [− Tokens: 11]"
__label__cb	"Sentence: ""If Twentysomethings Solved Their Problems Like Video Game Characters""   [− Tokens: 9]"
__label__not cb	"Sentence: ""A Memphis Mural Goes Beyond Stereotypes""   [− Tokens: 6]"
__label__cb	"Sentence: ""21 Lies All Men Have Told About Sex""   [− Tokens: 8]"
__label__not cb	"Sentence: ""Study says to clean your sponge , microwave it""   [− Tokens: 9]"
__label__not cb	"Sentence: ""Pegasus rocket launches C / NOFS satellite""   [− Tokens: 7]"
__label__not cb	"Sentence: ""Twitter more popular than MySpace in United Kingdom""   [− Tokens: 8]"
__label__not cb	"Sentence: ""How Three Mutual Funds Steered Away From the Cliff""   [− Tokens: 9]"
__label__cb	"Sentence: ""Where Can You Find The Best BBQ In Texas""   [− Tokens: 9]"
__label__cb	"Sentence: ""23 Pictures People Who Have n't Worked Retail Will Never Understand""   [− Tokens: 11]"
__label__cb	"Sentence: ""27 Party Anthems From The Early ' 00s That Still Go Hard""   [− Tokens: 12]"
__label__cb	"Sentence: ""17 Pet Names That You And Your Significant Other Might Want To Steal""   [− Tokens: 13]"
__label__cb	"Sentence: ""27 Times Urban Outfitters Went Way , Way Too Far""   [− Tokens: 10]"
__label__cb	"Sentence: ""We Know Your Valentine 's Day Plans Based On Random Questions""   [− Tokens: 11]"
__label__not cb	"Sentence: ""From Serving in Iraq to White House Receptionist""   [− Tokens: 8]"
__label__not cb	"Sentence: ""Taliban commander blows himself up in Pakistan""   [− Tokens: 7]"
__label__cb	"Sentence: ""This Dog Could Not Be More Chill About The Election""   [− Tokens: 10]"
__label__cb	"Sentence: ""33 Little Things I Miss About Ohio""   [− Tokens: 7]"
__label__not cb	"Sentence: ""Polish humanitarian Irena Sendler dies at age 98""   [− Tokens: 8]"
__label__not cb	"Sentence: ""India announces Lok Sabha elections for 2009""   [− Tokens: 7]"
__label__cb	"Sentence: ""21 Pictures That Prove There Is A Real Difference Between Facebook And Twitter""   [− Tokens: 13]"
__label__cb	"Sentence: ""31 Of The Most Ridiculous Things People Bought Drunk Grocery Shopping""   [− Tokens: 11]"
__label__not cb	"Sentence: ""Spain-based Santander agrees to purchase of UK bank Alliance & Leicester""   [− Tokens: 11]"
__label__not cb	"Sentence: ""Bad Economy Leads Patients To Put Off Surgery , or Rush It""   [− Tokens: 12]"
__label__not cb	"Sentence: ""World Health Organization : Stay away from Ugandan caves""   [− Tokens: 9]"
__label__cb	"Sentence: ""22 Dogs Who Totally Nailed Their Geeky Halloween Costumes""   [− Tokens: 9]"
__label__not cb	"Sentence: ""Crop Scientists Say Biotechnology Seed Companies Are Thwarting Research""   [− Tokens: 9]"
__label__cb	"Sentence: ""Which "" Breaking Bad "" Character Is Your Soulmate Based On Your Zodiac""   [− Tokens: 13]"
__label__not cb	"Sentence: ""Cricket : India defeat England in fifth one-day international""   [− Tokens: 9]"
__label__not cb	"Sentence: ""First Lady in Control of Building Her Image""   [− Tokens: 8]"
__label__cb	"Sentence: ""21 Gifts For The "" Sims "" Addict In Your Life""   [− Tokens: 11]"
__label__cb	"Sentence: ""21 Reasons Why Pies Come Before Guys""   [− Tokens: 7]"
__label__not cb	"Sentence: ""2008 Leisure Taiwan : Safety first before sporting""   [− Tokens: 8]"
__label__cb	"Sentence: ""26 Of The Most Dangerous Things Pit Bulls Did In 2015""   [− Tokens: 11]"
__label__not cb	"Sentence: ""Tolls may be needed for NSW Pacific Highway upgrade""   [− Tokens: 9]"
__label__cb	"Sentence: ""What Does No One Ever Tell You About Being In Therapy""   [− Tokens: 11]"
__label__not cb	"Sentence: ""Scientology ties at New Village Leadership Academy stir controversy for Will Smith and Jada Pinkett-Smith""   [− Tokens: 15]"
__label__not cb	"Sentence: ""Founders of Indian Company Interrogated""   [− Tokens: 5]"
__label__not cb	"Sentence: ""Chief Justice of the United States , William H Rehnquist , dies at age 80""   [− Tokens: 15]"
__label__cb	"Sentence: ""23 Pictures Right-Handed People Will Never Ever Understand""   [− Tokens: 8]"
__label__not cb	"Sentence: ""The Dutch Are Stunning the World at the Classic""   [− Tokens: 9]"
__label__cb	"Sentence: ""24 Words Only "" How I Met Your Mother "" Fans Really Understand""   [− Tokens: 13]"
__label__not cb	"Sentence: ""DirecTV Owner Said to Seek Deal for Sirius XM""   [− Tokens: 9]"
__label__not cb	"Sentence: ""In Hartford , Fans Still Harbor Hope for N.H.L . Team""   [− Tokens: 11]"
__label__cb	"Sentence: ""What 's Your Horoscope For The Week Of October 12""   [− Tokens: 10]"
__label__cb	"Sentence: ""23 Things That Are Way Too Real If You 've Been Single For Over A Year""   [− Tokens: 16]"
__label__cb	"Sentence: """" The Little Prince "" Trailer Will Make You Feel All Your Feelings""   [− Tokens: 13]"
__label__not cb	"Sentence: ""Natalie Glebova is elected Miss Universe""   [− Tokens: 6]"
__label__not cb	"Sentence: ""North Korea prepared for ' sacred ' nuclear war with South""   [− Tokens: 11]"
__label__not cb	"Sentence: ""As Costs of College Sports Rise , Students Balk at Paying Tab""   [− Tokens: 12]"
__label__not cb	"Sentence: ""Tom Cruise spoofed in film ' Superhero Movie '""   [− Tokens: 9]"
__label__not cb	"Sentence: ""BBC drops programmes as third of staff join strike""   [− Tokens: 9]"
__label__cb	"Sentence: ""How Well Do You Remember The Words To Dr. Dre 's "" Forgot About Dre """"   [− Tokens: 16]"
__label__cb	"Sentence: ""16 Weird Things We Will Have To Say To Our Grandkids""   [− Tokens: 11]"
__label__not cb	"Sentence: ""Ricky Hatton regains IBF light welterweight title""   [− Tokens: 7]"
__label__not cb	"Sentence: ""Financial Unit Weighs on General Electric""   [− Tokens: 6]"
__label__cb	"Sentence: ""The Way This Horse Brings His Girlfriend Hay So They Can Eat Together Will Melt Your Heart""   [− Tokens: 17]"
__label__not cb	"Sentence: ""Shares in Blackstone Group fall below IPO price""   [− Tokens: 8]"
__label__cb	"Sentence: ""21 Struggles People Who Are n't Messy Will Never Get""   [− Tokens: 10]"
__label__cb	"Sentence: ""Which Forgotten Game App Are You""   [− Tokens: 6]"
__label__not cb	"Sentence: ""Carter : Race relations in Palestine are worse than apartheid""   [− Tokens: 10]"
__label__cb	"Sentence: ""89 Of Most Enchanting "" 1989 "" Covers""   [− Tokens: 8]"
__label__cb	"Sentence: ""Were You More Harry Styles Or Justin Bieber In 2015""   [− Tokens: 10]"
__label__cb	"Sentence: ""29 Incredibly Delicious Recipes That Start With A Can""   [− Tokens: 9]"
__label__cb	"Sentence: ""Wake Up , America : It 's Time To Realize How Amazing Anne Hathaway Really Is""   [− Tokens: 16]"
__label__cb	"Sentence: ""Let 's All Take A Minute To Appreciate Lin-Manuel Miranda 's Surprise Wedding Performance""   [− Tokens: 14]"
__label__cb	"Sentence: ""Can You Name These Christmas Movies From Their Posters""   [− Tokens: 9]"
__label__not cb	"Sentence: ""UK scientists advise heart attack-susceptible to get flu shot""   [− Tokens: 9]"
__label__cb	"Sentence: ""17 Weird Pizza Crusts That Are Actually Brilliant""   [− Tokens: 8]"
__label__not cb	"Sentence: ""Dutch MP advocates proscription of Koran""   [− Tokens: 6]"
__label__cb	"Sentence: ""Vin Diesel Shut Down Body Shamers With A Single Instagram""   [− Tokens: 10]"
__label__not cb	"Sentence: ""Spokesman : Saudi government donating US $ 50 million to Haiti""   [− Tokens: 11]"
__label__not cb	"Sentence: ""Wife Withdrew $ 15.5 Million Before Madoff Arrest""   [− Tokens: 8]"
__label__cb	"Sentence: ""Getting A Massage Shifted My Relationship With My Body""   [− Tokens: 9]"
__label__not cb	"Sentence: ""Google phases out IE6 support""   [− Tokens: 5]"
__label__not cb	"Sentence: ""Modern technology maps new sections of the Great Wall of China""   [− Tokens: 11]"
__label__not cb	"Sentence: ""Search-and-rescue dog that found 9 / 11 survivor to be cloned""   [− Tokens: 11]"
__label__cb	"Sentence: ""Pope Francis Met The Obama Family Dogs At The White House""   [− Tokens: 11]"
__label__cb	"Sentence: ""21 Of The Most Powerful Photos Of This Week""   [− Tokens: 9]"
__label__not cb	"Sentence: ""H.H . Prince Karim Aga Khan IV visits Pakistan""   [− Tokens: 9]"
__label__cb	"Sentence: ""This Was What The World Was Like The Last Time Someone Sold Over 2 Million Albums In One Week""   [− Tokens: 19]"
__label__cb	"Sentence: ""This Couple 's "" 101 Dalmatians "" Engagement Shoot Is What Disney Dreams Are Made Of""   [− Tokens: 16]"
__label__not cb	"Sentence: ""Bangladesh storms kill at least 23""   [− Tokens: 6]"
__label__not cb	"Sentence: ""Australian Prime Minister denies striking a deal with predecessor""   [− Tokens: 9]"
